comment_star,cus_comment
40,美国纽约 网红 蛋糕店 静悄悄 徐家汇 港汇 广场 北座 一楼 开设 上海滩 第三家 分店 不见 陆家嘴 国金 中心 拉开 进军 魔 序幕 人声鼎沸 看不到 大排长龙 盛况 经典 千层 蛋糕 改变 口味 样子 高昂 价格 望而却步 首次 打卡 难以 光顾 好吃 东西 讲究 性价比 
30,港汇 逛 一圈 意外 发现 排队 热度 闺蜜 吃 一把 点 招牌 千层 荔枝 咖啡 气泡 千层 说真的 失望 皮挺 硬 气泡 荔枝 味道 想 吐 性价比 不太高 环境 地方 贼 
40,港汇 新楼 层 城市 超市 旁边 手 扶梯 工作日 中午 不用 排队 点 招牌 经典 千层 蛋糕 辣手 芒果 塔 调皮 店里 饮料 颜值 高 味道 评论 口味 说 蛋糕 用料 奶油 入口 感觉 丝滑 层 芒果 太酸 酥 太甜 推荐 下次 还会 吃 口味 
50,新开 店 店面 干净 装修 风格 喜欢 生意 真心 蛋糕 卖 超级 晚上 剩下 十四种 味道 晕死 点 一壶 茶加 三块 蛋糕 难吃 玫瑰 千层 真心 好吃 啊啊啊 一层 糖浆 太 甜腻 好吃 便宜 经典 千层 超 好吃 推荐 百香果 千层 偏酸 啊啊啊 抹 茶 味道 一般般 经验 略苦 服务 整体 不错 赞 
30,吃 腻 好歹 新开 港汇 总归 打卡 味道 不用 介绍 估计 地球 点 焦糖 海盐 百香果 感觉 蛋皮 厚 口味 不错 我要 重点 吐槽 他家 水 拍照 拉大 一眼 左下角 杯子 喝 一眼 白色 杯子 里 全是 黑色 密密麻麻 灰尘 店员 说 意识 算 换 一杯 态度 换上来 烫 差点 第一口 喷出来 这杯 免费 白水 毛病 
50,港汇 外卖 不用 排队 路过 大大的 招牌 性冷淡 装修 全 敞开式 风格 想象 中 精致 奢华 堂 吃 排队 等候 外卖 空荡荡 正好 有事 排队 试试看 翻 选 人气 抹 茶 千层 包装 仔细 冰袋 餐具 回家 迫不及待 吃 千层 口感 饼 皮 韧性 粘连 层次分明 奶油 口感 轻盈 新鲜 爽滑 顶上 厚厚的 抹 茶粉 浓郁 微苦 中 甜度 整体 口感 清爽 油腻 甜度 控制 刚刚 那年 新加坡 心心念念 错过 终于 吃 真 
50,新天地 国金 中心 店面 现 这家 新开 港汇 恒隆 广场 一楼 装修 风格 清新 干净 舒适 整洁 大方 四个 姐妹 相约 点 一杯 橙皮 气泡 咖啡 稍 苦 一壶 浪漫 巴黎 三个 分享 更是 有滋有味 巧克力 棋盘 蛋糕 稍 甜腻 皇家 奶茶 慕斯 蛋糕 抹 茶 千层 蛋糕 海盐 焦糖 千层 蛋糕 四款 蛋糕 各有特色 偏爱 海盐 焦糖 千层 多一些 不甜 不腻 恰如其分 超赞 还会 光顾 哒 
40,每次 路过 人太多 排队 勇气 吃 晚饭 碰碰运气 这家 店 港汇 一层 外街 店面 张 桌子 座位 点 时间 排队 等位 品种 买 完 还好 买到 一块 抹 茶 千层 提 蛋糕 店里 吃 合适 港汇 门口 外 马路 牙子 闺蜜 小风 吃掉 想 精神 
40,来港汇 下午茶 本想 首选 它家 无奈 第一 时间 找到 店铺 享用 完 另一家 下午茶 这家 冒出来 整家 店铺 风格 超级 简约 可谓 超级 家 排队 架势 吓退 好几回 路过 新开 店铺 无需 排队 买 之理 外带 款 口味 找回 几年 前 排队 半小时 买到 那种 欣喜 感觉 蛋糕 口感 当初 无差 经典 款 依旧 经典 季节 限定 款 海盐 焦糖 口味 层次感 稍稍 甜 一点 爱 香果 口感 偏酸 总体而言 新品 不错 下次 排队 要堂 吃 好好 第一 时间 品尝 
40,新开 商城 不算 想堂 吃 辛苦 半小时 一桌 空 打包带 走 妈妈 想 想 买 芒果 挞 皇家 奶茶 慕斯 海盐 焦糖 千层 季节 限定 款 店员 盒子 里 放 干 冰袋 保证 时间 不错 
50,口味 真的 不错 种草 纽约 一家 奢华 甜品店 上海 南京 北京 开 甜品 真的 好吃 尝 经典 千层 巧克力 蛋糕 玫瑰 千层 玫瑰 千层 做 漂亮 强烈推荐 女生 一种 少女 感觉 适合 拍照 
50,同事 昨天 说 穿 补充 点 能量 御寒 吃 真的 理由 想 坐落于 港汇 北楼 一层 担心 人多 排队 发现 不用 排队 随到 随买 记得 年初 香港 排 半个 小时 选择 海盐 焦糖 千层 蛋糕 蛋糕 品质 一如既往 不错 款 确实 很甜 建议 配茶 清 咖 食用 
40,第一次 香港 剛開 時候 吃 草莓 限定 特 好吃 後 來 沒 想念 平日 排隊 港匯 看見 進去 吃 蛋糕 心情 不好 甜品 絕對 調解劑 點了 百香果 配 多元 百香果 酸酸的 味道 奶油 的膩 去掉 配上 茶 太棒 感覺 環境 優靜 享受 人生 地方 堂 吃 外賣 不用 再排 打包 件 回家 慢慢 享用 
40,办公室 下午茶 有幸 吃 中 满满的 蛋糕 里 买 百香果 海盐 焦糖 草莓 抹 茶 吃 四种 口味 百香果 好吃 最甜 草莓 平常 甜味 四种 千层 蛋糕 推荐 饮料 喝 荔枝 玫瑰 新奇 味道 颜色 好看 
50,网红 红 道理 恒隆 这楼 新楼 这家 更是 新店 排队 吃 几款 蛋糕 不错 爱 皇家 奶茶 味 海盐 焦糖 口味 层次 饮品 卖相 大于 内涵 漂亮 充满 满足感 玫瑰 铁 心花怒放 喝上 一口 回荡 满满的 玫瑰 香气 瞬间 赶走 雨天 阴霾 
30,港汇 店 一大半 关门 状态 偶然 这家 店 装修 风格 大理石 风格 门口 拉 排队 栏杆 排队 吃 吃 点 原味 荔枝 气泡 咖啡 说实话 挺 失望 味道 算是 上海 甜品店 里算 皮子 硬 叉子 不太好 切开 入口 即化 口感 饮料 整体 价格 口感 高 
50,这家 网红 蛋糕店 终于 开 公司 楼下 同事 朋友圈 赶紧 来拔 草 工作日 偷闲 排队 算是 近水楼台先得月 装修 简约 很大 气 不愧 蛋糕 界 爱马仕 特色 千层 蛋糕 果断 经典 原味 千层 蛋糕 口感 不错 不腻 甜 款 
40,港汇开 新店 特意 拔草 还好 中午 人不多 不用 排队 店内堂 吃 桌数 安静 适合 闺蜜 相聚 蛋糕 希望 高 太大 惊喜 千层 蛋糕 饼 皮 薄 喜欢 稍微 厚度 饼 皮 口感 蛋糕 口味 偏甜 适合 配茶 
40,路过 排队 礼花 商场 日光 亮度 色调 高级 美容院 感觉 导致 兴致 享受 环境 路过 买 两块 外 带给 爸妈 吃 经典 千层 蛋糕 好吃 百香果 千层 蛋糕 不错 太酸 尝鲜 
50,交大 听 讲座 路过 港汇 恒隆 逛 一圈 发现 开 一家 工作日 关系人 一点 赶紧 买 两块 解解馋 最爱 抹 茶 千层 浓郁 抹 茶粉 略带 点 茶 苦味 一层 一层 奶油 丝滑 细腻 超级 味蕾 
30,姐姐 带我去 尝试 超多人 排队 选择 外带 好吃 确实 值得 花 久 时间 去次 姐姐 一致同意 好吃 点 千层 偏甜 真的 说 价位 吃 吃 价值 只能 说 不怎么样 
50,港汇 新开 一家 外带 队伍 比堂 吃 长 速度 很快 堂 吃 排队 店不大 下午茶 地方 够 百香果 千层 蛋糕 味道 酸酸甜甜 清新 香甜 玫瑰 千层 蛋糕 不甜 样子 好看 口感 不错 草莓 冰沙 也许 吃 草莓 季节 吃 甜 蛋糕 喝 关系 感觉 味道 很淡 好喝 这店 价格 肯定 便宜 一分 价钱 一分货 总体 蛋糕 口感 不错 下次 换 几个 口味 吃 
50,吃 晚饭 散散步 走 走 来到 不用 排队 买 一块 试试 女儿 挑 块 巧克力 棋盘 不让 吃 偏爱 选 味道 不错 包装 小朋友 拎 回到 家 样子 性价比 不高 买 牌子 
40,海盐 焦糖 千层 点 海盐 焦糖 真的 味道 太 一般般 中 好吃 听说 新天地 一家 这家 开在港 汇北座 新楼 蛮少 气味 楼层 低 柱子 占 地方 视野 不好 看不到 店铺 全是 楼梯 柱子 
40,港汇 恒隆 广场 千层 出名 不错 他家 材料 价格 贵 奶油 奶香 很浓 有点像 北海道 牛乳 做 肯定 好吃 焦糖 海盐 酱 太妃糖 味道 不腻 微苦 挺 清爽 吐槽 两个 奶昔 颜值 高 味道 一般般 很淡 新鲜 果汁 做 荔枝果 露 玫瑰 糖浆 兑 喝 冰水 实在 对不起 价格 
40,昨天 生日 朋友 特地 帮 港汇 买 蛋糕 想 吃 新 开店 少 早就 帮 买 焦糖 抹 茶 买 草莓 海绵 蛋糕 草莓 海绵 不错 挺香 焦糖 抹 茶 时间 放久 化 感觉 口感 焦糖 味不溶 巧克力 抹 茶味 挺 正宗 焦糖 芝 乐坊 好吃 下次 店里 试试 反正 不值 价钱 
30,港汇 辅楼 一楼 港汇 装修 灰好 胸闷 等于 蛋糕 吃 吃 一层 灰 店里 充电 宝 手机 放 柜台 没线 搞 心情 好好 品尝 蛋糕 担心 电 打车 点单 就让 我先 买单 味道 感觉 从前 美味 
50,港 汇买 面包 无意 中 发现 港汇 北楼 新开 排队 心中 中午 吃饱 果断 买 片 抹 茶 千层 蛋糕 搭配 商场 五楼 买 大红袍 冰 奶茶 抹 茶 千层 蛋糕 甜而不腻 抹 茶味 浓 正宗 小小 元 味道 值 排长龙 光顾 
40,送娃 上课 无聊 晒晒 月亮 晚上 港 汇人 店铺 装修 本来 领 生日 礼 无意间 网红 腿 自觉 走 排队 打包 经典 千层 蛋糕 百香果 千层 蛋糕 经典 千层 蛋糕 味道 奶油 百香果 千层 蛋糕 季节 限定 口味 不错 百香果 调和 奶油 油腻 推荐 这家 网红 贵 毛病 排队 买 
40,这家 新店 很难 找 问 服务台 一栋 楼里 找到 人不多 排队 昔日 网红 感觉 凑近 一看 想 吃 欲望 均价 一块 蛋糕 真的 偏高 下次 机会 朋友 兴致 试试看 暂且 收藏 
30,甜品店 海盐 焦糖 千层 蛋糕 蛋糕 性价比 不高 千层 面皮 做 确实 不错 柔软 轻薄 奶油 顺滑 细腻 海盐 焦糖 口味 偏甜 焦糖 味儿 浓重 玫瑰 千层 蛋糕 占据 第一 甜口 位置 海盐 微微 咸味 至少 腻 皇家 奶茶 慕斯 蛋糕 蛋糕 层次分明 颜色 浅 貌美 诱人 吃口 浓郁 奶茶 味儿 伯爵 茶 千层 蛋糕 奶味 更足 甜度 海盐 焦糖 千层 蛋糕 稍低 味道 类似 统一 阿萨姆 奶茶 
50,好看 好吃 舒服 一家 蛋糕店 适合 吃 下午茶 外面 排队 人会用 目光 催促 好吃 真的 好吃 特别 好吃 绿茶 清香 解 甜腻 真的 贵 很值 人多 外面 排队 店里 小资 感觉 强烈推荐 
50,港汇 新 开店 早 没什么 点 抹 茶 千层 玫瑰 千层 打包带 走 盒子 里会放 冰袋 抹 茶 千层 蛋糕 奶油 细腻 吃 太腻 抹 茶粉 正宗 一层 蛋糕 做 薄 层次感 玫瑰 千层 玫瑰 千层 很香 一层 玫瑰 冻 甜度 正好 下次 尝试 口味 
40,位于 港汇 北楼 上海 开 三家店 国金 长队 港汇 这家 排队 店面 很大 堂 吃 四五桌 一块 蛋糕 点 玫瑰 千层 经典 千层 蛋糕 玫瑰 甜 千层 味道 算 拔草 尝鲜 下次 点新出 百香果 海盐 焦糖 千层 
50,去逛 交通 大学 感受 莘莘学子 学习 氛围 顺道来 港汇 时间 一款 中意 千层 蛋糕 一壶 伯爵 红茶 一块 经典 千层 爱 搭配 喜欢 他家 蛋糕 不甜 不腻 不像 品牌 蛋糕 吃 几口 腻 服务 一如既往 与国 金店 一至 希望 
50,国庆 港汇 新开 运气 正好 路过 正好 位子 歇歇脚 点 甜品 推荐 焦糖 海盐 口味 千层 那种 焦糖 甜香 混合 丝丝 隐约 海盐 味 升华 装潢 布置 大气 清新 店面 开阔 美国 大气 外面 局促 小气 樽 甜点 舒服 愉悦 甜点 配茶 解腻 随说 美国 本土 贵 品牌 土壤 理由 性价比 喜爱 
30,没什么 疑问 疑问 疑问 地方 五六个 桌子 估计 外卖 抹 茶 千层 蛋糕 玫瑰 千层 特别 好吃 经典 千层 蛋糕 浓郁 百香果 千层 蛋糕 喜欢 大会 接受 巧克力 棋盘 蛋糕 甜甜的 有趣 图案 巧克力 千层 蛋糕 一块 估计 上海 好多 蛋糕 拼 芒果 挞式 蛋糕 不爱 吃 芒果 
30,下班 来港汇 新店 买 这家 外带 不用 预约 买好 堂 吃 排队 队伍 蛮长 想要 快点 买 回家 吃 买 一块 抹 茶 千层 一块 海盐 焦糖 千层 一共 价格 偏贵 味道 感觉 海盐 这块 一层 焦糖 糖浆 偏甜 抹 茶 甜 茶味 抹 茶粉 一点点 小苦 接受 
50,同学聚会 完送 同学 地铁 港汇 解决 顺便 闲 兜兜 惊喜 发现 一楼 有个 想想 港汇 排队 人山人海 本来 想 路过 发现 店 厕所 旁边 排队 排队 店 满座 果断 打包 两块 外卖 价格 心跳 热情 招呼 不买 尴尬 一块 最爱 抹 茶 一块 海盐 焦糖 看着 好吃 样子 大洋 心疼 心疼 算是 值 
50,品尝 大名鼎鼎 特意 来到 港汇 恒隆 广场 店堂 吃 坐满 倒 排队 味道 名不虚传 海盐 焦糖 千层 甜而不腻 太妃糖 口感 正好 浓厚 香醇 一口 过后 回味无穷 玫瑰 千层 清香 淡雅 玫瑰 芳香 配 千层 奶油 下雨天 配 德芙 巧克力 天生 一对 好吃 吃 两块 荷包 空 灵魂 快乐 
40,陪 儿子 来港 汇买书 发现 新开 家 急忙 尝个 鲜 香港 吃 印象 不错 来到 店门口 发现 堂 吃 区域 旁边 排队 心情 渐渐 消失 只好 默默 打包 区 打包 两块 回家 吃 错过 最佳 赏味期 好吃 蛋糕 樱红 口味 偏甜 儿子 黑白 巧克力 不错 千层 口感 层层 分明 不错 元 一块 价钱 离谱 尝过 味道 上海 讲究 性价比 吐舌 
50,陪娃 上课 逛逛 阴差阳错 来到 港汇 层 平时 转弯 有人 排队 开在 港汇 门口 弹唱 店内 排队 成 两个 方向 外卖 另一面 找座 店内 食用 队排 更长 果断 外带 边走边吃 
50,估计 新店 刚开 来太早 没什么 幻想 中 人山人海 排队 场景 抹 茶 千层 好评 口感 细腻 整体 软软 入口 化 味道 刚刚 抹 茶味 很浓 淡淡的 香味 很棒 玫瑰 千层 吃 味觉 振 好吃 奶油 糖 搭配 奶油 温油 细腻 甜甜 哒 吃 腻 内心 状态 好吃 腻 只好 剩下 价格 小贵 卖 牌子 也许 吹捧 太高 期待值 太高 并木有 想象 中 好吃 
50,港汇 恒隆 广场 新开 两家 蛋糕店 一家 北海道 日本 品尝 改尝 美国 口味 店内 座位 桌 等候 十多人 果断 外卖 打包 新店 分钟 搞定 百香果 海盐 焦糖 千层 蛋糕 口味 层次感 一层 一层 剥 吃 价格 小贵 
40,北座 改造 人流 人少 赶紧 试试 晚饭时间 买 焦糖 卖光 买 抹 茶 玫瑰 千层 千层 做 地道 层层 分明 鲜奶油 搭配着 抹 茶粉 挺不错 抹 茶味 甜度 吃 腻 玫瑰 过甜 吃 感觉 腻 下次 试试 焦糖 买 路过 人不多 试试 特意 花 时间 排队 感觉 不太值 
40,网红店 打卡 想 吃 海盐 焦糖 千层 奇怪 款 时令 水果 季节 限定 大肚子 吃不上 想 吃 越发 惦记 玫瑰 千层 经典 千层 蛋糕 两个 人点 两块 蛋糕 感觉 好吃 吃 半块 腻 玫瑰 千层 淡淡的 花香 清新 
50,点多 堂 吃 十几位 排队 不想 等位 打包 回家 打包 盒里 一小片 冰块 小时 蛋糕 融化 抹 茶 千层 抹 茶粉 清淡 蛋糕 甜 巧克力 棋盘 巧克力 酱 味道 浓郁 蛋糕 入口 甜腻 下次 品尝 她家 海盐 焦糖 千层 
50,晚上 八点半 路 吃 这家 港汇 新店 地方 挺大 坐 位置 坐下 堂 吃 五分钟 坐下 菜单 蛋糕 剩下 几种 点 皇家 奶茶 蛋糕 元 片 点 冰沙类 饮品 四十多 价格 挺贵 口味 感觉 服务 不错 先点 付款 吃 装修 不错 真花 干净 拍拍 
40,好吃 价格 很贵 抹 茶 千层 真的 强烈推荐 甜腻 抹 茶 味道 浓 千层 十八层 一层 一层 美国 价格 一周 吃 还好 贵 帮 减肥 微笑 店里 环境 清新 明亮 桌子 晚 门口 排队 反正 我离 开门 
30,港汇 新开 北楼 装修 大变样 认得 巧克力 口味 味道 陆续 吃 喜欢 原味 海盐 焦糖 特色 一般般 国庆 假期 店里 堂 吃 队伍 排队 不算 长 外带 买 分店 越来越 刚开 第一家 大排长龙 景况 不好比 
50,心仪已久 终于 拔草 本想堂 食 餐位 少 等位 小时 实在 最终 选择 外带 点 抹 茶 千层 玫瑰 千层 经典 千层 甜而不腻 味道 超棒 感觉 贵怕 缺点 下次 尝试 口味 
50,终于 徐家汇 开店 普 大喜 奔 终于 不用 一块 蛋糕 过江 浦东 新天地 环境 不太 喜欢 堂 吃 太小 外面 热 冷 家门口 吃 真 开心 开业 那天 晚上 拍 照片 
50,港汇 装修 好吃 好玩 暂停营业 美食 广场 港汇 正楼 无差 一楼 店 都还没 开张 营业 开张 位子 晚上 吃完饭 闲庭信步 走到 堂 吃 想着 买 带走 款式 原味 抹 茶 百香果 玫瑰 果断 选择 玫瑰 带回家 尝 喜欢 原味 芝士 
30,排队 太 长 排 港汇 正好 新开 次次 看吧 元 块 几个 品种 一块 堂 吃 队伍 实在 太长 占 座 看似 短时间 内能 得来 排 外带 买 巧克力 千层 玫瑰 千层 玫瑰 千层 长 挺 好看 说实话 口感 惊艳 网红 劈 情操 地方 花上 几个 小时 排队 外加 几百 银子 拍个 老年 心理 值得 
50,下班 港汇 觅食 无意间 广告牌 保安 打听 这间 开业 赶紧 跑 外带 港汇 新装修 店里 装潢 白白的 干干净净 很晚 剩下 三种 打包 巧克力 玫瑰 千层 巧克力 惊喜 特别 失望 玫瑰 千层 赞 千层 有名 名不虚传 奶油 好香 口感 滑 玫瑰 味道 很浓 回购 千层 
40,同学 约 港汇 见面 太久 没来 吃饭 店 更新 惊喜 发现 新开 犹 记得 当年 国 金店 开 疯狂 网红 食品 上心 自然 一块 蛋糕 排队 路过 新店 排队 原味 千层 本来 本来 犹豫 买 口味 没想到 一下下 服务员 端出来 满满 一盘 果断 买 原味 回去 包装 味道 说 惊艳 奶味 确实 浓郁 总体 一块 蛋糕 块 贵 
50,想 我会 支持 爱豆 吃 草 面前 提亮 空间 关注 萌萌 一个样 招待会 说 没想到 做 想 说 一句 肾脏 疾病 糖尿病 治疗 方案 东西 关注 萌萌 
50,环境 装修 精致 干净 简单 外卖 堂 吃 标牌 清晰 服务 哥哥 服务 到位 热心 位置 港汇 北区 一楼 新开 少 经典 千层 蛋糕 喜欢 吃 经典 经典 甜 腻 一层层 口感 不错 玫瑰 荔枝 雪冰 味道 稍微 偏甜 玫瑰 味 很足 
50,百香果 千层 蛋糕 玫瑰 慕斯 港汇 副 楼 装修 新开 餐饮 晚餐 一楼 发现 关键 排队 卖完 尝试 没吃过 百香果 玫瑰 款不甜 不腻 百香果 酸酸的 清新 喜欢 
50,港汇 北座 新开 人气 装修 味道 早上 点到 堂 吃 位子 外卖 不用 排队 拔个 草 味道 确实 不错 价格 略贵 服务 主动 倒水 客人 提出 适合 几个 女生 多点 几款 分享 
50,国庆节 堂食 排队 排 半个 小时 几款 季节 限定 卖 不错 选 海盐 焦糖 百香果 千层 海盐 味道 一如既往 百香果 失望 吃 不惯 创意 水果 型 千层 吃 传统 口味 千层 上传 三张 图 我能 
50,均价 突破 天际 千层 蛋糕 价位 千层 蛋糕 贵 口感 口味 老婆 说 不错 确实 好吃 店面 港 汇北座 走 远 远 北座 装修 气味 重 孩子 不好 
30,港汇 恒隆 广场 一层 新开业 幸好 排队 火速 选 几块 外带 服务员 速度 很快 几分钟 搞定 赞 一记 经典 千层 松软 细腻 滑滑 奶 味十足 海盐 焦糖 千层 感觉 焦糖 会甜 一点 不腻 好吃 
50,港汇 新 开店 味道 国金 排队 夸张 港汇店 人哈多 流动 速度 很快 一会 排到 海盐 焦糖 千层 买 抹 茶 千层 蛋糕 玫瑰 千层 蛋糕 入口 化 千层 做 细腻 奶油 轻盈 
50,拔草 新开 店 堂 吃 排队 久 不动 果断 外卖 地方 买 很快 不用 分钟 买 包装 精细 还放 干冰 蛋糕 选择 千层 不错 好吃 下次 选择 口味 吃 价格 蛮高 
30,纽约 吃 借着 昨天 生日 买 一块 原味 特别 尝 纽约 吃 区别 美利坚 刀 一块 分量 情况 元 一块 不算 太贵 味道 差不大太多 好像 稍微 清淡 
40,港汇 新开 路过 排队 儿子 尝尝 原味 千层 抹 茶 千层 海盐 千层 原味 好吃 淡淡的 奶油味 滑溜 不甜 特别 好吃 儿子 抹 茶 好吃 清香 甜甜的 喜欢 抹 茶味 海盐 焦糖 相比 腻 两个 甜 巧克力 千层 
50,昨天 朋友 帮 过生日 吃完饭 点 半左右 想 吃 蛋糕 开车 港 汇新开 新店 不算 太 晚 蛋糕 口味 各买 一块 每人 点 一杯 饮料 店里 吃 蛋糕 味道 不错 滴 爱 吃 千层 蛋糕 层次 蛋糕 口感 细腻 奶油 不腻 入口 化 赞 强 还会 想 尝试 海盐 焦糖 口味 
40,新店 开业 报道 吃 晚饭 排队 剩下 美味 第一次 吃 千层 起点 高 千层 参考 口味 奶油 不甜 不腻 入口 配着 焦糖 香味 正正好好 推荐 当红 椰子 灰 甜到 爆炸 吃 甜品 味道 温和 盖住 世界 变得 五彩斑斓 
40,港汇开 得意 排队 真是太 幸运 晚上 种类 有变 少 点 抹 茶 味 嘻嘻 感觉 上海 店 香港 店 真的 豪华 太多 整体 装修 软 布置 说 性冷淡 好次 
40,恒隆 新开 店 几年 不来 港汇 感觉 布局 新造 一栋 有名 上次 吃 香港 价格 貌似 上海 便宜 一点 味道 一如既往 地好 千层 细腻 一刀 特别 环境 装修 清新 晚 卖完 可惜 
50,过气 网红 倒 服务 环境 食品 品质 说 短暂 网红 千层 我试 两款 味道 惊艳 买 抹 茶 玫瑰 买 问 店员 巧克力 千层 说 这款 国内 暂时 稍微 一点点 可惜 闺蜜 约会 人不多 真的 算 回归 
40,大名鼎鼎 开到 市中心 徐家汇 恒隆 大厦 外面 立起 广告牌 颇为 引人注目 店里 装修 典雅 上档次 鲜花 映衬 显得 高雅 有堂 食 外卖 堂食 排队 店里 十来 桌 小桌 坐满 排队 七八个 经典 蛋糕 味道 不错 滑 不腻 很甜 
40,国金 炒 火 排队 摇号 预约 果断 拒绝 港汇 开业 网红 名号 渐渐 退去 拔个 草 不用 排队 味道 不错 排队 值得 价位 太贵 价位 蛋糕 肯定 外滩 吃 下午茶 
40,来港汇 吃饭 正好 逛 新开 工作日 关系人 买 带走 饭 甜品 不错 店家 附上 冰袋 包装 贴心 选 焦糖 海盐 柜台 摆放 数量 算是 受欢迎 口味 蛋糕 甜度 适中 二人 一块 压力 口感 层次分明 块 元 一块 不算 便宜 值得 尝试 
40,不用 排队 四星 味道 甜 吃 完 分钟 甜到 难受 点 买 一块 奶茶 慕斯 蛋糕 小伙伴 买 百香果 太甜 千层 货 外卖 带走 不用 堂 吃 排队 暴打 强烈推荐 小伙伴 
40,港汇 装修 新店 层 估计 找 不到 排队 人排 买 推荐 同事 玫瑰 味 拔草 坡 县 吃 抹 茶味 元 块 贵 比坡 县贵 味道 特别 值得 再来 
40,微信 推送 港汇 开 堂 吃 外带 经典 原味 玫瑰 千层 喜欢 上次 新天地 店 人气 很旺 排 不到 店里 座位 只能 露天 座 冷风 嗖嗖 看着 不错 位子 样子 热度 机会 小伙伴 约 
50,江西 听 名字 朋友 种草 说 面包 优质 蛋糕 丝滑 今日 终于 时间 自是 一试 虹桥 站 店面 环境 优秀 店内 面包 外观 可人 人气 旺盛 真的 好吃 希望 开来 江西 
40,抛弃 上海 中心 小船 机油 李总去 对面 国金 中心 浪浪浪 位置 国金 中心 负 楼 环境 明亮 装修 风格 排队 堂食 打包 队伍 短 服务 服务 没话说 从点 单到 推荐 包装 冰袋 细致 网红 没错 菜品 抹 茶 千层 蛋糕 第一名 蛋糕 打包 一块 抹 茶 纯正 苦 奶油 很甜 千层 绵密 玫瑰 荔枝 雪冰 第一名 饮品 美貌 励志 雪冰 清爽 很甜 解腻 总体 值得 拔草 网红店 
40,乘兴而来 只为 兴尽 念 心中 神 蛋糕 界 爱马仕 纽约 味道 感受 去年 香港 行程 紧凑 错过 选择 魔 旅 目的 打卡 神级 就近 选择 国金 中心店 晚上 点 外卖 排队 堂食 依旧 排 耐性 只好 选择 再带 包装 精致 贴心 抹 茶 千层 入口 确实 不错 魔 味道 蛋糕 比比皆是 梦 圆 神 得不到 永远 骚动 
30,意外 评价 吃 每次 买 开在 国金 中心 负 二楼 靠近 地铁站 地方 二号线 出口国 金 中心 出口 再排 蛇形 通道 买到 是因为 蛋糕 太贵 环境 干净 店铺 敞亮 谈不上 多美腻 口味 千层 蛋糕 抹 茶 玫瑰 百香果 吃 原味 不错 块 蛋糕 相对来说 性价比 略低 砍掉 一半 价格 买 几块 回家 吃 排队 找 黄牛 摇号 钱 太 反正 挺 穷 理智 吃 不吃 蛋糕 无所谓 
50,国金 这家 说 感情 每次 路过 苦于 赶时间 外带 回家 放假 终于 带娃堂 食排 次队 还好 半个 小时 抹 茶 千层 蛋糕 娃 喜欢 吃 抹 茶 点 抹 茶 说 吃 口味重 甜腻 最上层 抹 茶粉 略带 抹 茶 苦涩 奶油 融合 不错 百香果 千层 蛋糕 百香果 酸酸的 腻 点 这两块 特别 甜腻 不错 吃 玫瑰 千层 蛋糕 外带 太甜 喜欢 海盐 焦糖 千层 蛋糕 上次 外带 小哥 说 新品 海盐 必点 原则 尝试 最上层 焦糖 味道 浓郁 甜腻 海盐 千层 蛋糕 吃 出海 盐味 水果 千层 蛋糕 甜 水果 味道 浓郁 饮料 主打 点 牌子 主推 摩卡 只想 说 太 甜 甜 死 咖啡 味道 倒 玫瑰 荔枝 雪冰 娃 吃 说 好吃 样子 倒 好看 
40,早 十点 商场 才刚 营业 早饭 吃 吃 排队 座位 万幸 喜欢 千层 国内 新加坡 吃 点 经典 千层 海盐 焦糖 千层 经典 甜腻 海盐 焦糖 咖啡 香 偏甜 一点 早上 吃 腻 两个 人一人 一块 吃 完 配黑 咖 红茶 解腻 点 玫瑰 荔枝 冰 偏甜 推荐 配茶 吃 味道 一如既往 不错 
50,位置 这家 店 陆家嘴 国金 中心 地下 二层 临近 通向 地铁 出口 环境 这家 超火 甜品店 刚刚 开来 上海 众多 粉丝 凌晨 排队 限量版 蛋糕 炒 天价 经历 过关 店 整顿 重开 这家 店 趋于 门前 一共 两条 队 一条 外卖 队伍 一条 堂 食 队伍 两条 队伍 排队 人群 店内 白色 装潢 人群 众多 环境 显得 嘈杂 服务 服务态度 点餐 先 付款 蛋糕 早就 做好 很快 饮品 稍稍 等待 点餐 付款 店员 交互 谈不上 服务 蛋糕 蛋糕 价格 一块 元 尝试 传统 千层 巧克力 棋盘 两款 蛋糕 点击率 高 蛋糕 客观 地说 确实 出色 甜品 真的 排队 几个 小时 蛋糕 炒到 天价 真的 见仁见智 蛋糕 过甜 奶油 口感 不错 量 把握 恰到好处 千层 层次感 分明 饮品 口味 算 中规中矩 不错 整体 算是 比较满意 体验 值得 一试 排队 需时 太久 我会 放弃 
