name,comment_count,comment_star,comment_description,cus_comment
,,40,口味：很好 环境：很好 服务：很好 人均：0元,看阿拉囡囡迷之巅状态，可想而知阿拉了嗨窝里切了哈苦呀，啥糖糖🍬塞勿可以切哈哈，苦行僧出来开荤眯花眼笑🤣🤣。。魔都Lady M算是借了囡囡光特意抱着来吃的，几年前香港IFC的抹茶千层着实把我吃惊艳了，可很多时候食物会因为我们期望值的不同，味蕾的变化，环境，又或许食物本身的变化而变化着……。惊艳已经不存在了，但不可否认抹茶依然很优秀，玫瑰口味虽然过甜了些，但配着香甜的荔枝茶还是蛮喜欢，新品的芒果塔因为芒果口感逊色了，总之走过路过不用排队的话冲着抹茶千层还是会入的
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,来自纽约的网红店lady M，我终于来国金拔草啦。。玫瑰千层蛋糕：。玫瑰奶油加上玫瑰花瓣，蛋糕的颜值满分。玫瑰千层入口非常的细腻，玫瑰味儿很香，上面一层果冻质地的入口偏甜腻，这款蛋糕要配上茶水品尝，不然吃了几口就会觉得甜腻异常。。。抹茶千层蛋糕：。抹茶千层蛋糕是我最为推荐的，香甜的奶油与细腻甘醇的抹茶粉融合在一起非常美味，这款蛋糕甜度适中，抹茶味儿也一点儿都不苦。。。草莓海绵蛋糕：。草莓和奶油的碰撞配上软软的蛋糕，入口虽不如千层蛋糕美味，但也还不错。。。lady M暂时就尝了这三款，推荐他家的千层类蛋糕，个人最爱抹茶哒，下次再来尝其他的口味
,,50,口味：非常好 环境：非常好 服务：非常好 人均：70元,过气的网红，当年的盛况不复存在，说实话我本人对网红并没有兴趣，而闺蜜喜欢，要补上这一篇，于是相约在此。根本无人排队，所有款式都有，因为还要吃晚饭所以只点了抹茶千层和茶两人分享。店面是简洁风格，菜单也是简约白色风，跟服务员的一身黑很对比。蛋糕说实话还是挺好吃的，当然得对得起这个价格。
,,30,口味：好 环境：好 服务：很好 人均：100元,看新天地那家排队排超级长，来ifc这家拔草，人不多，排了十来分钟，堂食和外带分开排队。店员服务很到位，环境只能说非常一般。推荐海盐焦糖和百香果，巧克力就是无功无过吧，好吃但没什么特别之处。玫瑰荔枝冰很好喝，味道清爽，椰子灰真的很搞笑诶，一股黑芝麻糊的味道🤣甜品做的不是很精致，包括餐具，不晓得为撒那么多人捏，感觉吃一次尝个鲜就够了额。
,,50,口味：非常好 环境：非常好 服务：很好 人均：70元,开会刚好路过，在下班时间发现没啥人排队，而且还能买外卖，于是就买了两块尝尝。店家包装得相当不错，干冰的袋子也给预留了位置，还附送了张明信片和价目表，另外送的两把叉子虽然是塑料做的，但是做得满有金属质感的。蛋糕都是千层的，饼皮用得要比其他家明显要薄，这样层次感也更丰富了，但是工序会比较复杂些，难不成这就是支撑其定价的因素么？经典口味的蛋糕里面用的应该是奶酪，抹茶的基本就如名字了。味道还是可以的，搭配着咖啡或者柠檬水也不会觉得腻，不知道国外的这家店的味道怎样。最后这价格实在有点贵，差不多吃一口就要十块左右了，作为穷人还是偶尔尝个鲜吧……
,,40,口味：非常好 环境：很好 服务：很好 人均：75元,中秋节10点开门过去人就快满了，为当天的生日庆祝买了9寸的蛋糕。果然是人气店啊，本身单块蛋糕就贵，整个蛋糕买也没有折扣。蛋糕本身的设计感蛮好，就是很简单的线条美。店面本身的设计倒不是很舒服，全是白色有点医院的感觉。。。蛋糕的味道真是不错，做法蛮复杂，用多层蛋饼相叠，层中刷上鲜奶油，做的紧实，浑然一体。奶油很鲜，甜味适当。顶上一层玫瑰酱另附于了层次，整体吃着不腻很舒服。。。价格比美国翻了倍，这点不是很舒服。
,,40,口味：非常好 环境：很好 服务：很好,素有蛋糕界“爱马仕”之称，刚刚入驻国金时，排队那是相当的火爆🔥🔥🔥。   去了两次都在双休和国庆期间，外带外卖排队人不多，寥寥几人。选了巧克力棋盘蛋糕，海盐焦糖蛋糕，分别75元的价钱确实不便宜。外卖盒子里有个小细节，一处放冰袋(而且这包冰袋可以循环使用)。据说Lady M为了保证每一个人能吃到最佳的味道，奶油恒温38度成了关键秘诀。
,,50,口味：非常好 环境：非常好 服务：非常好 人均：75元,上次走过这里，LADY M还在排着各种大爷大妈黄牛，一片吵嚷。这次来，清清爽爽，堂吃和外带都没有排队，果断一屁股坐下。价格着实辣手，战战兢兢点了一块蛋糕之后，闭眼不看饮料单，才有空环顾周遭。不能不承认，真是很有简洁美的店铺，冷淡白+雾霾紫，非常耐看。〔焦糖海盐千层蛋糕〕确如想象中一样漂亮干净，一叉子下去，淡黄色的奶油从咖啡色的层层分明的千层中一点一点鼓出来，心情莫名变爽。口感也很清爽，不过分的甜和恰到好处的咸，那千层在蛋糕的最外围还拖着薄如蝉翼的小小裙边，依然是层层分明。嗯嗯，要不是这价钱摆在那里，我完全可以再来一块。以后，希望有大户请我吃，嘿嘿！
,,40,口味：很好 环境：很好 服务：很好 人均：0元,种草了很久，终于来拔草，分为外卖区和堂吃区，因为去的时候比较晚，堂吃区的等待人数不是太多，所以就选择了堂吃，要了一个百香果千层和比较多人推荐的抹茶千层，以及一壶伯爵红茶，百香果千层个人比较推荐，酸酸甜甜的口感，口味比较清新，抹茶千层吃得出不是那种廉价的抹茶粉，不会苦，可以理解为什么那么多人推荐，红茶一壶就是一壶，里面没有任何茶包或是茶叶，可以加水，但加的就是真切的水了，总的来说，口味在蛋糕店来说算是不错，很多人来打卡，但下次想吃的话可以选择打包，毕竟等待的时间相比堂吃没那么长。
,,40,口味：很好 环境：非常好 服务：好 人均：0元,【位置】国金大厦排队最长的一家👏👏。。【环境】据说跟美国装修风格一样 门口两条队 一条堂食 一条外带 服务很好 有服务员小哥哥监督插队。。【味道】味道很好吃 但是不推荐伯爵茶了 因为除了上面一层其他味道和原味一样 点重复了 吃的有点腻 建议点些茶水来解腻
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,这家的蛋糕一直有争议，很多说价格高加上排队久名不副实，但是看照片整整齐齐又很精致简直满足了我等强迫症患者，而且确实做千层蛋糕的店很多，能做到每层那么薄的鲜少，早上走过不用排队就试一下咯。饼皮带着浓郁的黄油香气，其间铺着薄而均匀的奶油真是好赞，饼皮真的做得好棒，是那种带着一个个小坑的可丽饼皮，比那种很光滑的饼皮更薄更香。最喜欢的是边上粘的咖啡豆，一开始竟然以为是山核桃，后来品出了可可的味道，好喜欢这个组合。看着周围的人都是聊着天慢慢吃，就只有我把吃蛋糕当成一件正事正儿八紧地坐着有一丢丢奇怪的感觉呀。虽然价格比较高但是服务和环境都不错，早上不用排队，还会再去的。
,,40,口味：好 环境：很好 服务：很好 人均：0元,✨迟到的Lady M打卡，现在国金的店已经不排队了吗哈哈哈哈，新天地还是超多人排队诶。。✨口感测评：「玫瑰千层蛋糕」奶油味太重了油腻腻的，我觉得很一般啊，哪里值这个价格了？一致认为最好吃的是「皇家奶茶慕斯蛋糕」！「玫瑰荔枝雪冰」长得好看味道很一般诶？
,,40,口味：非常好 环境：非常好 服务：非常好 人均：0元,没有想象中排队那么久，大概排了10分钟。。饮品：茶和玫瑰荔枝M冰都很好喝，椰子灰M冰有种冰芝麻糊的口感，个人不是太喜欢。。蛋糕口感还不错，cream有点点多，点了三个没有吃完，吃到最后略微有点腻。。推荐百香果千层，好吃。
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,纽约的网红蛋糕，开在了上海最牛逼的国金中心店里，堂吃天天排队，所以从来不敢想象去满足自己的欲望，节后休息的我乘着国庆的余兴陆家嘴一游，真是赶巧了，晚饭前的他们家排队人不多，难得的机会，就辛苦一下自己，排队吧，整个店堂白色装潢，大气现代，他们家的logo醒目的标示着自己的江湖地位。点了自己最喜欢的海盐焦糖千层蛋糕，也是他们家的拳头产品，送到嘴里，一个满足送到心里，确实与众不同，满足管满足，但还是有点心疼钱包，毕竟一小快蛋糕要75元，这是一个奢侈品，是和网上说的一样，蛋糕界的爱马仕。总的来说我也算是潇洒了一回。
,,50,口味：非常好 环境：非常好 服务：非常好 人均：75元,走过春夏终于走进你，店铺清新，窗明几净，有坐立之安，浓郁的抹茶蛋糕让人微微无穷，小口慢吃更能咀嚼出其中细腻，蛋糕界的奢侈品，所以都用心品味，全心享受，虽然种类还不够琳琅满目，但是每一份蛋糕都是精心制作！
,,40,口味：好 环境：好 服务：很好,之前的网红，现在如果不是堂吃，已经几乎不用排队了，味道呢，说实话，中规中矩，只不过比一般的千层薄，不过鉴于层数和工艺，比普通的还是花着功夫的，口感还不错，不过味道就比较普通了，综合觉得性价比一般，甜品是开放式厨房做的，可以看到用的材料，中等水平把
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,那天和姐妹们一起喝下午茶～。。点了几块蛋糕～。。每样吃了一小口～。。非常自律的我还是很有节制的～。。对于我那一小口也是香甜到要唱歌吖～。。能吃甜点。。喝着美式。。聊着大天。。拍着美照。。晃晃悠悠。。一个午后。。最后。。各奔西东。。期待。。月底。。再见。。一个更加美好的相遇～。。
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,路过国金，特地买了点评上最推荐的两块蛋糕回家~。「抹茶千层蛋糕」他们家的千层真的做的很好吃，别家做不出这种口感，就是价格真的不便宜。配上抹茶，一口气吃完轻轻松松。。「玫瑰千层蛋糕」个人更喜欢玫瑰千层一点，带着淡淡的玫瑰香。
,,40,口味：很好 环境：很好 服务：很好,世纪大道上的国金中心，楼下二层。地铁直接到达，交通便利。环境简洁明亮，地方不小，服务可以。蛋糕中的爱马仕。还记得刚开业时，排队的可怕状况，黄牛，客人，多到警察出动，关门暂停营业。国庆期间来，发现人不多，赶紧拔草。蛋糕确实很好吃，就是价格小贵
,,50,口味：非常好 环境：非常好 服务：非常好 人均：100元,吃完饭路过他家发现不用排队，店里还空得很，腿脚就不受控了。点了棋盘蛋糕和抹茶千层配一壶白茶。白茶没有茶包。看来是不能续杯。蛋糕很软，配上茶，不算太甜。从质地来看，算是用料讲究的。服务也不错，店员柔声细语，有需要会立即响应。
,,40,口味：很好 环境：非常好 服务：非常好 人均：0元,不排队，一下子每个味道都拿下了。还是仅仅拔草一次就好了，买了打包回家。价格高的有些跟味道不匹配。玫瑰太甜了，上面那层酱甜的腻。抹茶还是不错的。原味也可以尝尝。其他的味道不太建议。网红的东西总是让人挤破脑袋，时间长了也就冷淡了
,,50,口味：非常好 环境：非常好 服务：非常好 人均：90元,贵有ladyM的道理，一块均价75元，好吃。奶油不错层次分明。点了「经典千层蛋糕」表面是焦糖，颜色好看「皇家奶茶慕斯蛋糕」我觉得这个一般般，没啥特色「抹茶千层蛋糕」清淡可口，很适合去拍照，周末去的时候要排队的，位置比较少。
,,50,口味：很好 环境：非常好 服务：非常好 人均：120元,想吃很久了，一直听说排队人超多，堂食要等好久。正好去了上海，就想着去碰碰运气。。  中秋假期的下午，差不多两点多，翻台还是很快的，差不多半小时就排到了。。  想起上次被无邪支配的抹茶恐惧，这次就没有点抹茶。。。  【玫瑰千层】上面那层透明的玫瑰酱太甜了吧。。不过玫瑰味挺浓的。千层皮和奶油的质量没话说，特别细腻。。。  【百香果千层】上面那层透明的百香果酱有点酸。。emmm没话说了。。  【椰子灰】浓浓的芝麻味，芝麻糊冰沙。。。。。  【玫瑰拿铁】口感醇厚，微苦，和蛋糕一起正好搭配。。。   以后。。。有机会。。。再试试别的口味吧。没机会就算了。。。
,,40,口味：很好 环境：好 服务：一般 人均：75元,好吧，买不起棋盘格的包，买个棋盘格的蛋糕吃吃也好的。。开在国金B2跟地铁链接的出入口这里，堂吃排队的人比打包打走排队的人多一些，热度肯定比之前要降低很多。我是比较懒的人，对需要排队吃东西的地方不感冒，之前在香港路过海港城的时候买了一块，味道比较普通，没什么惊艳的。这次路过排队人也就三五个，于是买一块来哄哄小朋友。。装修风格跟海港城一样，堂吃的作为比海港城多，价格比香港贵，哎。这次买的棋盘格味道还不错，希望上海的价格能和其他地方持平。。最后想说打包的袋子是塑料袋，不太环保，香港是纸袋！
,,40,口味：很好 环境：非常好 服务：很好 人均：110元,在店里吃的，店面不大。工作日来的，居然不需要排队。我点的海岩巧克力，上面有层像太妃糖一样的东西有点过于腻了，闺蜜点的抹茶，一般般，还没无邪正宗的样子，但是比我的巧克力千层好吃。主要是能坐着说会话。饮料点了两杯气泡水，味道不值价格，不推荐
,,30,口味：好 环境：好 服务：好 人均：0元,工作日下午吃吃运气就会好，不用等很多位，下午晚些时候就排起长龙了，点了两个堂吃，味道不错，都是千层蛋糕，有个巧克力棋格蛋糕本想晚点打包走的，可惜被人抢先了。总体来说环境比较去高级，口味其实没特别怎么样的，性价比一般。
,,50,口味：非常好 环境：非常好 服务：非常好 人均：60元,开在陆家嘴的一家千层蛋糕店，这店可谓是甜品界的爱马仕，刚开业门口就排满了人，吃块蛋糕真心不容易啊。早早的就到店等开门，买了2块蛋糕，一层又一层做的很精致，口味吃起来不是很甜，很绵密的口感，虽然有点小贵，但值得一试！
,,30,口味：一般 环境：很好 服务：好 人均：0元,這家店很多人說好吃，第一次拔草，老公買完了之後發現不是自己要的，無奈之下這次自己親自買，其實味道個人覺得一般般，沒有像外面說的那種吃一口就愛上，買的抹茶千層，真的做的其實蠻差的，環境不錯，在國金裡面，服務也還算可以
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,老公特地帮我去买的，味道不错，奶油不甜不腻，人不多，包装蛮好的，一层层很厚实，不过价格真心不便宜，买的金典千层蛋糕🍰，它其他几种蛋糕也很好看的他们附近也有好多蛋糕店，也都不错的，交通还蛮方便的，不错呀
,,30,口味：很好 环境：好 服务：好 人均：0元,这家网红蛋糕听闻时刻排队，而且又是在国金。趁着国庆就和闺蜜一起来尝尝味道。环境一般，服务一般。。说实话，蛋糕味道还是不错的，但是没有到很好吃的程度，也就一般般，但也不难吃。蛋糕很软，味道不是太甜那种，适合大众口味。下次再来的话可能会尝尝抹茶和巧克力。
,,50,口味：非常好 环境：非常好 服务：非常好 人均：101元,[环境]早上商场一开门就进去了，那会儿人不多。在一众店铺里挺显眼的，装修极简风，甚是醒目。。点了一杯热牛奶，上面还撒了玫瑰花瓣，所以喝上去比普通的牛奶多了一份玫瑰芬芳。。「海盐焦糖千层蛋糕」味道可以，适合两个人分享，一个人吃会甜得发腻。。[服务]进门会询问堂吃还是打包，其他无殊
,,40,口味：很好 环境：很好 服务：很好 人均：0元,打包纸盒的设计很棒，有一个小的隔层是专门用来放干冰包的。店员推荐了经典原味千层，算是最经典的一款吧，蛋皮很薄，每一层的奶油都很均匀，每块蛋糕都有超过20层的分层，层层分明，金黄色的焦糖酥皮完全不腻，甜的恰到好处，口感细腻顺滑。玫瑰千层算的上是Lady M颜值最高的一款，少女心满满，蛋糕表层的啫喱里嵌着干玫瑰花瓣，口感清新。
,,50,口味：非常好 环境：很好 服务：很好,Lady M是真的好吃的呀💕 。让我这个不吃千层的人都爱上了[害羞]。还好人不多 堂吃要排队 外带前面只有一个小姐姐。果断选择外带🥡。百香果是季节特定 酸酸的 比较喜欢抹茶的 面皮是真的薄！！ 下次要吃玫瑰还有焦糖的！！打包挺好的 包装什么很完善
,,40,口味：很好 环境：很好 服务：很好 人均：0元,某天在国金楼下路过，Lady M不排队，果断买了两块...当月有饮品促销，选了一个带有花香的冰沙 。99含一块千层和一杯饮料。。饮料口感一般...包装也没有该有的质感...。千层口感细腻，甜度恰当。整体并不算很突出 。拔草可以，但不会爱上
,,40,口味：很好 环境：很好 服务：好 人均：0元,没有网传的那么惊艳，千层蛋糕很出名但是对于要排队购买的网红接受无能，还好我们选择堂吃，很多空位。感觉最好吃的应该是百香果千层蛋糕，但是特定季节，母情节当天去的，没有，略尴尬啊。回家之前还特意打包买了几块但是没有冰袋了，等了蛮久的
,,50,口味：非常好 环境：非常好 服务：非常好 人均：150元,每次来上海出差都会来吃一次Lady M，这次跟姐们儿一起当然要带她来品尝，果断点了想吃的，并喝了咖啡跟下午茶，高颜值的下午茶配上美美的图片，聊着天品着茶☕︎完美的休闲时光，昨天去朝阳大悦城看到好些人排队，终于在北京开店啦！开心～
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,风靡很久的蛋糕，吃好柚子和小伙伴去兜一圈，没人排队，赶紧买了一块抹茶味的，味道还是不错的，包装还有小冰袋，细节做得不错，还有可以堂吃的。国金是吃货的天堂，给女儿也尝了一下，非常喜欢，下次尝试一下别的口味。
,,40,口味：很好 环境：很好 服务：很好 人均：75元,第二次来国金的LADY M，快到关店时分，依然只能打包外带。店员推荐了经典千层和抹茶千层，但是我们之前吃过都觉得太甜了。于是店员又很热心地推荐了百香果和焦糖海盐。最终选了百香果，酸甜口味的千层，配上热茶，口感不错。
,,40,口味：非常好 环境：很好 服务：很好 人均：0元,装修很有风格，明净大方。。千层蛋糕有足二十层。可丽饼和淡奶油分配得恰到好处，哪个角度动叉都一样美味，真的不错。。除了玫瑰口味略逊一点，原味、抹茶和百香果都很出色。。不过这个队排得倒是让人感受到了资本主义的“恶意”与“水深火热”。
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,黄金周最后一天出来轧马路，买到了心仪的T恤，就再吃个lady m庆祝一下！上一次是在香港排了有一个小时左右，这次新天地明显堂吃的位子多很多，排了大约半小时就入座了！点了抹茶千层和焦糖千层，三两口就吃掉啦~
,,40,口味：很好 环境：非常好 服务：非常好 人均：0元,「抹茶千层蛋糕」作为一款店家的招牌 融合了千层蛋糕的特色 皮饼做得很薄，奶油原料很好，口感细腻。。「巧克力渐层蛋糕」相比较起来要偏甜一点 但巧克力味道很浓郁。。价格小贵，环境好的无可挑剔 即使在工作日的下午 也在排队
,,40,口味：很好 环境：非常好 服务：非常好 人均：0元,网红店现在基本上工作日都不用排队～无论是堂吃还是外卖～之前吃过一次是觉得不错～就是价格太贵～偶然发现这里焦糖味的也有了，必须尝尝～味道不错～但是还是更喜欢原味千层～巧克力棋盘的倒是很意外的好吃～不爱吃巧克力的我也觉得不错～不是很甜腻的那种～
,,30,口味：好 环境：好 服务：好 人均：0元,地铁出来就是，位置很显眼，小长假的最后一天，整个商场人都不多。楼上吃完饭路过看见，只有一二个人在买，赶紧让老公买一块尝个鲜。挑的百香果千层，还不错，不腻，果香清爽，他比较爱吃，我吃了一口，千层边缘比较干。包装大气。
,,40,口味：很好 环境：好 服务：好 人均：150元,[环境]在国金中心LG2 IT对面 没有刚开业时候那么多人排队了 不过人还是蛮多的 堂食排队大概需要10-20分钟吧 easy。[服务]因为店里太忙了所以服务生顾及不到吧 不过负责排队领位的都态度蛮好的。「经典千层蛋糕」吃来吃去 还是觉得经典最好吃 最好吃千层蛋糕不过没有说最好吃的蛋糕 。逛街累了可以吃吃。「伯爵红茶」茶不错
,,50,口味：非常好 环境：很好 服务：很好 人均：0元,之前几次都是打包带回家吃的，第一次堂食，现在的Lady M除非高峰期，不然完全不用排队，爽爽der～。原先一些好吃的千层蛋糕已经没有了，比如伯爵茶那款。。现在多了什么棋盘格的，但那个就不是千层了。。喜欢千层的口感。
,,40,口味：很好 环境：很好 服务：很好 人均：75元,终于不用排队了，但是只有三个口味，百香果，抹茶和原味的千层，由于对百香果不感冒所以买了抹茶和原味！ 。千层真的很薄，层数也多，夹心的奶油甜而不腻，配咖啡是不错的下午茶首选！。下次有机会再去试试别的口味！希望也不要排队
,,40,口味：很好 环境：非常好 服务：非常好,在国金地下2层，晚上过去，没那么多人，也没有排队，就是只有4个品种了，买了百香果千层蛋糕，皇家奶茶慕斯蛋糕。网红知名好久了，百香果千层蛋糕每层非常薄，裹着奶油百香果有点酸酸甜甜的，还不错。皇家奶茶慕斯蛋糕，口味复合，有点鸳鸯奶茶的感觉。尝尝吧。没有特别惊喜。
,,30,口味：好 环境：很好 服务：很好 人均：70元,慕名而来，晚上八点多去的，倒是没怎么排队「抹茶千层蛋糕」中规中矩吧，还是略甜了一些，不算特别好吃的抹茶千层，不如某些工作室出品的，只能说名声在外吧。「经典千层蛋糕」也是偏甜，两个对比来说，抹茶千层可能好吃一点。总体比较失望，不太值这个价格，应该不会再来了
,,40,口味：很好 环境：很好 服务：很好,Lady M 在上海一直很热门，没想过为了块蛋糕去排队，某周末过了饭点经过没想到都没人，心血来潮就马上去买了外带。品种很多，有点难以抉择，最后还是选了经典千层和一块草莓的。外带盒子包装的很好，到家依然保持着最初的样子。经典千层层次感非常非常的分明，真的就像有几千层那么多，绵密的口感入口即化，不腻味。草莓那块用料很新鲜，草莓都选的很好，没有酸涩。如果不用排队的话，会经常光顾。
,,10,口味：差 环境：一般 服务：一般,女儿买来了两块蛋糕，很开心地和我说，这是网红蛋糕，堪称蛋糕中的爱马仕。。于是带着一份期待与新奇开始品尝，可惜大失所望，原来价格比红宝石贵3倍的蛋糕居然还没红宝石的好吃，我不知道这份堪称是如何得来的，我只希望这网红不只是靠噱头而来的，更不希望仅仅通过一些营销手段来让消费者买单，可这样的买单还会有第二次吗
,,20,口味：一般 环境：很好 服务：一般 人均：0元,额，前前后后大概1年，每次路过都大排长龙，不折不扣的网红店。。国庆🌀的晚上，路过竟然不排队了，买一块试试到底好吃伐。。打包了一块原味蛋糕，买单65块，贵啊。。其实就是类似千层的蛋糕，一层皮一层奶油，奶油很多，可是我天生不爱吃奶油太多的蛋糕。就奶油本身而言也很普通的，结论是并不好吃，上了公主的当
,,40,口味：很好 环境：好 服务：好 人均：0元,继香港机场人肉外卖的浅尝辄止后，我终于吃上lady M了，好吃！服气！。。下午来人还是多的，堂吃的排队队伍不知道歪到哪里去了。所以正确做法是外带，排队迅速10分钟搞定，然后就近二楼有一家wagas，进去饮料点好，蛋糕铺开，定定心心一顿下午茶，完美。要了三种千层酥，原味，抹茶，巧克力（or咖啡，反正咖啡色，不是我买不懂。还是原味的最好吃呀。千层的口感太太好了，如果没有原味恰到好处的对比，那剩下两个也是极好的。比较容易塌陷，所以得尽快吃
,,50,口味：非常好 环境：非常好 服务：很好 人均：0元,传说中的网红千层。。。最近听说排队的人少了就赶快去试试！吃了晚饭过去的，心有余力不足，就点了主推的抹茶味，口感很好，不甜不腻，入口即化！配鹿角巷的奶茶，幸福感满满，就是热量有点高了！有机会还想试试其他口味
,,50,口味：非常好 环境：很好 服务：很好 人均：75元,凭「海盐焦糖千层蛋糕」值得给五星了，甜咸搭配协调真的是很棒的口味体验。。。还想吃他家芝士的，无奈下架了，朋友说换成新品「芒果挞式蛋糕」尝试一下，吃下来有点太甜了不过撇开个人口味，出品是在线的。。。因为是晚饭后去吃的，不敢喝咖啡，要是下午，搭配一杯浓缩收官，那就完美了～。。环境不错，堂食秩序很好，感受不错。
,,40,口味：很好 环境：很好 服务：很好 人均：0元,位于高大上的国金中心。下午三四点准备去打卡，结果还是排着长队，无奈…决定先去转一圈，还是明智的，六点的样子返场，掐好点，小排了一会。。店内还是挺闷的，这点不喜欢。。「抹茶千层蛋糕」抹茶入口不苦涩，千层好吃，吃出了Q弹的感觉。。「百香果千层蛋糕」 酸酸的很不错，也推荐啊。。另外还点了「鲜橙汁」跟牛奶🥛。。[机智][机智][机智]
,,50,口味：非常好 环境：很好 服务：好 人均：0元,味道给了全五分，环境嘛因为国庆假日人太多了，店里收拾略显仓促，给了个四分，服务一般般，排队的时候，把等候的客人用隔离带围在一个角落，这行为显得不尊重客人，感觉很不好。因为味道不错，第二天又让饿了吗跑腿送到家里。蛋糕还是得配着茶一起，可以好好享受蛋糕的甜，还能平衡甜腻感。
,,40,口味：很好 环境：很好 服务：很好 人均：0元,去的时候千层只剩原味、抹茶、百香果，其他都没有了，抹茶因为尝过了，所以点了一块原味和一块百香果，原味挺好吃，很醇厚，然而百香果就不是我喜欢的味道了，里面这是加了榴莲？无奈一块75，最后是含着泪吃完的
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,在正大吃好晚饭，坐地铁🚇回家，路过甜品中的爱马仕Lady M，居然不用排队女儿挑了块草莓海绵蛋糕🍰，我就来块热卖的抹茶千层蛋糕，刚吃过晚饭吃不下就选择打包带走，一到家在老公的怂恿下，3个人5分钟消灭掉都觉得草莓味反而比抹茶味的好吃啦～
,,50,口味：非常好 环境：非常好 服务：非常好 人均：50元,冰淇淋🍦很好吃 😋，推荐原味的。颜值爆表，草莓味十足哦！很有季节感泡芙条最好吃😋 ，就是长肉时时刻刻都在排队等候。等待大概30分钟 没有失望，还是很值得推荐的！环境不错，服务态度很好，服务员很讲究卫生。
,,40,口味：很好 环境：很好 服务：很好 人均：0元,继续排队！一直都想来赶时髦，国庆长假，终于有时间来排队！排了有半个小时，终于坐下，点了抹茶和经典原味，不甜，也许期望太高，所以没有那抹惊喜。伯爵红茶很好喝，心目中的评分高过蛋糕。周围很吵，有一座估计是小姐妹在聚，大声谈论、哈哈笑着。下次不会在花时间排队，实在想吃最多打包。
,,40,口味：很好 环境：很好 服务：很好 人均：0元,LadyM 线上可以订购6寸和9寸的蛋糕🍰。因为这次就四个人一起吃蛋糕，就提前3天在微信公众号上定了一个6寸的抹茶🍵蛋糕，微信公众号上订购成功后会生成一个二维码，该二维码作为到店取货的唯一凭证，到店后会给你打包蛋糕然后还会给你放上冰块，一小时之内不放冰箱没有什么大问题的。。那再来说说蛋糕，抹茶千层蛋糕，抹茶味十足，但并不苦涩，口感细腻香甜。
,,40,口味：很好 环境：很好 服务：很好 人均：90元,总体还可以，比我想象的稍微差点，蛋糕口味可能值不了68块，不过服务还可以，环境也不错，早上等开门进去点餐的，没有排队，点了三样东西182块，饮料太冰了，一般般，草莓蛋糕不错，芝士上面是蛋片么？感觉稍稍奇怪！
,,40,口味：很好 环境：很好 服务：很好 人均：0元,种草度超高，期望也给的很高的一家网红店，怎么可以错过..特意在工作日来，大概就等了几分钟就入座了。有点失望的是招牌全是千层，偏偏对千层一点也不感冒..就点了一个原味千层，另一个巧克力口味的..吃的出用料很好，但是真心没有很惊艳...性价比非常一般
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,终于有时间来吃ladyM了！本来以为还会排队排很久，结果就排了五分钟，出乎意料hhhhhh。「抹茶千层蛋糕」抹茶的苦味和奶油的甜味很好的中和在了一起～一点也不腻。「玫瑰千层蛋糕」颜值巨高的一款！和抹茶百香果相比偏甜，是最爱啦。「百香果千层蛋糕」酸酸甜甜的很赞，喜欢百香果的务必尝试！。「伯爵红茶」红茶很醇厚！下午茶必备，配小蛋糕真的是超级完美了！
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,曾经的网红店啊 我依然是排过半小时的 还特地挑工作日去的 味道是好吃 那时还打包几块回去分享 稀奇货啊 现在热度过了 分店多了 也就不怎么排队的 千层都好吃 尤其喜欢抹茶千层 配个茶或咖啡 嗲的不得了 芝士蛋糕不好吃 腻啊腻啊腻
,,50,口味：非常好 环境：非常好 服务：非常好 人均：110元,lady m 现在终于不排队了 。来尝了「海盐焦糖千层蛋糕」   「抹茶千层蛋糕」。抹茶继续有一点抹茶本身苦苦的味道真的是很好吃。海盐焦糖 真的很好吃 会再去吃 。。这次配的拿铁一起吃  拉花技术有点提高 哈哈哈 。既然已经不排队 会再去 哈哈哈
,,50,口味：很好 环境：很好 服务：非常好 人均：0元,几个月前和闺蜜一起去的，人也不是很多，几乎没排队。味道还可以的，但没有那么夸张啦…蛋糕感觉有点偏甜啦！颜值在线。环境也还OK，就是人多地方也没那么大…拍拍照片什么的还可以，满足了我们的拍照片心理！哈哈哈！
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,朋友生日，晚上8点左右到店，不用排队，可以安安心心坐着吃，店内装修的很ins风格，多数都是姑娘们在吃～点了玫瑰千层蛋糕，味道很不错，一点不腻，入口即化的感觉，数了下有十几层的饼皮，饼皮很薄，夹着玫瑰味馅。价格是贵了些，但很好吃😋
